title,magnitude_min,magnitude_max,date_time,cdi,mmi,tsunami,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,sig
"M 7.5 - 111km ESE of Palora, Ecuador",7.38,7.6,22-02-2019 10:17,strong,strong,yes,us,0,2.045,15.0,mww,145.0,-2.1862,-77.0505,"Palora, Ecuador",South America,Ecuador,1145
"M 6.7 - 5 km SW of Puerto Madero, Mexico",6.57,6.84,01-02-2019 16:14,significant,significant,yes,us,0,0.289,43.0,mww,66.0,14.6802,-92.4527,"Puerto Madero, Mexico",,Mexico,909
M 6.7 - Prince Edward Islands region,6.59,6.79,22-01-2019 19:01,no intensity,light,no,us,0,7.527,17.0,mww,13.0,-43.1219,42.3568,Prince Edward Islands region,,,691
"M 6.7 - 10 km SSW of Coquimbo, Chile",6.59,6.8,20-01-2019 01:32,very strong,very strong,yes,us,0,0.173,22.0,mww,63.0,-30.0404,-71.3815,"Coquimbo, Chile",South America,Chile,1600
"M 6.6 - 94 km NW of Sola, Vanuatu",6.52,6.71,15-01-2019 18:06,average,moderate,yes,us,0,7.818,18.0,mww,35.0,-13.336,166.875,"Sola, Vanuatu",,Vanuatu,671
M 6.6 - Molucca Sea,6.5,6.73,06-01-2019 17:27,very light,moderate,yes,us,0,1.596,33.0,mww,43.21,2.258,126.758,Molucca Sea,,Indonesia,672
"M 6.8 - 90km W of Tarauaca, Brazil",6.68,6.89,05-01-2019 19:25,light,light,no,us,0,1.181,16.0,mww,570.41,-8.144,-71.587,"Tarauaca, Brazil",South America,Brazil,715
"M 7.0 - 96 km ESE of Pondaguitan, Philippines",6.9,7.08,29-12-2018 03:39,average,average,yes,us,0,1.769,21.0,mww,60.21,5.8983,126.921,"Pondaguitan, Philippines",,,803
"M 7.3 - 187 km SE of Ust’-Kamchatsk Staryy, Russia",7.21,7.39,20-12-2018 17:01,light,strong,yes,us,0,4.126,23.0,mww,16.56,55.0999,164.699,"Ust’-Kamchatsk Staryy, Russia",,,822
M 7.1 - South Sandwich Islands region,7.01,7.2,11-12-2018 02:26,no intensity,average,yes,us,0,7.043,20.0,mww,133.0,-58.5446,-26.3856,South Sandwich Islands region,,South Georgia and the South Sandwich Islands,776
"M 6.6 - 199 km ESE of Tadine, New Caledonia",6.47,6.7,05-12-2018 06:43,no intensity,moderate,yes,us,0,2.679,31.0,mww,10.0,-22.0629,169.733,"Tadine, New Caledonia",,,670
"M 7.5 - 166 km ESE of Tadine, New Caledonia",7.4,7.58,05-12-2018 04:18,light,significant,yes,us,0,2.405,18.0,mww,10.0,-21.9496,169.427,"Tadine, New Caledonia",,,871
"M 7.1 - 1 km SE of Point MacKenzie, Alaska",7.02,7.21,30-11-2018 17:29,very strong,very strong,yes,ak,0,0.0,0.0,mw,46.7,61.3464,-149.955,"Point MacKenzie, Alaska",North America,United States of America,1790
"M 6.8 - 187 km E of Levuka, Fiji",6.73,6.88,18-11-2018 20:25,no intensity,light,yes,us,0,2.879,39.0,mww,540.0,-17.8735,-178.927,"Levuka, Fiji",,Fiji,711
"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.63,6.82,09-11-2018 01:49,light,moderate,yes,us,0,7.853,19.0,mww,10.0,71.6312,-11.2431,"Olonkinbyen, Svalbard and Jan Mayen",,,693
"M 6.8 - 32 km SW of Lithakiá, Greece",6.69,6.87,25-10-2018 22:54,very strong,strong,no,us,0,2.268,15.0,mww,14.0,37.5203,20.5565,"Lithakiá, Greece",Europe,,954
"M 6.5 - 237 km SW of Port McNeill, Canada",6.42,6.59,22-10-2018 06:22,very light,moderate,no,us,0,1.692,68.0,mww,10.0,49.297,-129.724,"Port McNeill, Canada",,,655
"M 6.8 - 210 km SW of Port McNeill, Canada",6.7,6.91,22-10-2018 06:16,moderate,moderate,yes,us,0,1.505,36.0,mww,10.0,49.3346,-129.289,"Port McNeill, Canada",,,776
"M 6.5 - 223 km SW of Port McNeill, Canada",6.37,6.61,22-10-2018 05:39,light,moderate,yes,us,0,1.611,63.0,mww,10.0,49.2586,-129.412,"Port McNeill, Canada",,,669
"M 6.5 - 171 km E of Tadine, New Caledonia",6.39,6.61,16-10-2018 01:03,no intensity,moderate,yes,us,0,2.109,22.0,mww,17.0,-21.7427,169.522,"Tadine, New Caledonia",,,650
"M 6.7 - 269 km WNW of Ozernovskiy, Russia",6.6,6.79,13-10-2018 11:10,no intensity,light,yes,us,0,2.705,17.0,mww,461.0,52.8549,153.243,"Ozernovskiy, Russia",,,691
"M 6.5 - 154 km S of Severo-Kuril’sk, Russia",6.4,6.63,10-10-2018 23:16,no intensity,moderate,yes,us,0,3.923,14.0,mww,20.0,49.2902,156.297,"Severo-Kuril’sk, Russia",,,650
"M 7.0 - 119 km E of Kimbe, Papua New Guinea",6.92,7.09,10-10-2018 20:48,significant,significant,yes,us,0,1.778,18.0,mww,39.0,-5.7012,151.205,"Kimbe, Papua New Guinea",,Papua New Guinea,758
"M 6.7 - 279 km E of Levuka, Fiji",6.56,6.79,30-09-2018 10:52,very light,light,yes,us,0,3.745,23.0,mww,550.0,-18.3604,-178.063,"Levuka, Fiji",,Fiji,691
"M 7.5 - 72 km N of Palu, Indonesia",7.39,7.62,28-09-2018 10:02,very strong,very strong,no,us,0,1.649,13.0,mww,20.0,-0.2559,119.846,"Palu, Indonesia",,Indonesia,2026
M 6.5 - south of the Fiji Islands,6.41,6.6,16-09-2018 21:11,moderate,extremely light,no,us,0,5.139,18.0,mww,576.0,-25.415,178.199,the Fiji Islands,,,651
M 6.9 - Kermadec Islands region,6.79,7.04,10-09-2018 04:19,light,moderate,no,us,0,2.785,18.0,mww,115.0,-31.7447,-179.373,Kermadec Islands region,,,735
"M 6.5 - 66 km NW of Kirakira, Solomon Islands",6.4,6.61,09-09-2018 19:31,light,significant,yes,us,0,1.638,25.0,mww,68.0,-10.0207,161.503,"Kirakira, Solomon Islands",,Solomon Islands,651
"M 7.9 - 45 km S of Levuka, Fiji",7.83,8.04,06-09-2018 15:49,strong,moderate,yes,us,0,1.431,12.0,mww,670.81,-18.4743,179.35,"Levuka, Fiji",,Fiji,979
"M 6.6 - 27 km ESE of Chitose, Japan",6.5,6.72,05-09-2018 18:07,very strong,extremely strong,yes,us,0,1.13,32.0,mww,35.0,42.6861,141.929,"Chitose, Japan",Asia,Japan,1075
"M 7.1 - 238 km ESE of Tadine, New Caledonia",6.99,7.24,29-08-2018 03:51,very light,average,yes,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,"Tadine, New Caledonia",,,776
"M 7.1 - 136 km W of Iñapari, Peru",7.01,7.19,24-08-2018 09:04,no intensity,light,no,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,"Iñapari, Peru",South America,Peru,776
"M 6.5 - 78 km E of Lakatoro, Vanuatu",6.38,6.63,21-08-2018 22:32,significant,strong,yes,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,"Lakatoro, Vanuatu",,Vanuatu,652
"M 7.3 - 40 km ENE of Carúpano, Venezuela",7.17,7.4,21-08-2018 21:31,very strong,significant,yes,us,0,1.822,15.0,mww,146.82,10.7731,-62.9019,"Carúpano, Venezuela",,Venezuela,1570
"M 6.9 - 20 km NNW of Labuan Lombok, Indonesia",6.8,7.02,19-08-2018 14:56,strong,strong,no,us,0,2.453,31.0,mww,21.0,-8.319,116.627,"Labuan Lombok, Indonesia",,Indonesia,1206
"M 8.2 - 267 km E of Levuka, Fiji",8.13,8.33,19-08-2018 00:19,average,moderate,yes,us,0,3.63,13.0,mww,600.0,-18.1125,-178.153,"Levuka, Fiji",,Fiji,1050
"M 6.5 - 124 km N of Labuan Bajo, Indonesia",6.37,6.6,17-08-2018 15:35,average,light,no,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,"Labuan Bajo, Indonesia",,Indonesia,743
"M 6.5 - 108 km WSW of Adak, Alaska",6.4,6.64,15-08-2018 21:56,significant,significant,yes,us,0,0.576,22.0,mww,33.93,51.4234,-178.026,"Adak, Alaska",North America,United States of America,655
"M 6.9 - 36 km NW of Labuan Lombok, Indonesia",6.8,6.98,05-08-2018 11:46,extremely strong,very strong,no,us,0,2.271,15.0,mww,34.0,-8.2581,116.438,"Labuan Lombok, Indonesia",,Indonesia,1704
"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.81,6.98,04-05-2018 22:32,strong,very strong,yes,hv,63,0.11,210.0,mw,5.81,19.3182,-155.0,"Leilani Estates, Hawaii",,United States of America,1392
"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.72,6.93,02-04-2018 13:40,average,light,no,us,0,5.32,16.0,mww,559.0,-20.6588,-63.0058,"Boyuibe, Bolivia",South America,Bolivia,733
"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.8,7.03,29-03-2018 21:25,extremely strong,significant,yes,us,0,1.487,18.0,mww,35.0,-5.5321,151.5,"Kimbe, Papua New Guinea",,Papua New Guinea,741
"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.62,6.8,26-03-2018 09:51,average,significant,yes,us,0,1.507,15.0,mww,40.0,-5.5024,151.402,"Kimbe, Papua New Guinea",,Papua New Guinea,696
"M 6.8 - 103 km E of Kokopo, Papua New Guinea",6.71,6.87,08-03-2018 17:39,significant,significant,yes,us,0,1.049,16.0,mww,22.86,-4.3762,153.2,"Kokopo, Papua New Guinea",,Papua New Guinea,719
"M 6.7 - 62 km SW of Tari, Papua New Guinea",6.57,6.83,06-03-2018 14:13,very strong,strong,yes,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,"Tari, Papua New Guinea",,Papua New Guinea,697
"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.37,7.63,25-02-2018 17:44,extremely strong,very strong,yes,us,0,5.48,17.0,mww,25.21,-6.0699,142.754,"Tari, Papua New Guinea",,Papua New Guinea,943
"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.08,7.27,16-02-2018 23:39,strong,strong,yes,us,0,0.142,82.0,mww,22.0,16.3855,-97.9787,"Pinotepa de Don Luis, Mexico",North America,Mexico,1384
"M 7.9 - 261 km SE of Chiniak, Alaska",7.8,8.01,23-01-2018 09:31,extremely strong,moderate,yes,us,0,2.585,30.0,mww,14.06,56.0039,-149.166,"Chiniak, Alaska",,,1870
"M 7.1 - 37 km W of Atiquipa, Peru",7.03,7.21,14-01-2018 09:18,extremely strong,strong,yes,us,0,4.29,23.0,mww,39.0,-15.7675,-74.7092,"Atiquipa, Peru",,Peru,1075
"M 7.5 - 203 km NNE of Barra Patuca, Honduras",7.4,7.63,10-01-2018 02:51,very strong,average,yes,us,0,4.581,12.0,mww,19.0,17.4825,-83.52,"Barra Patuca, Honduras",,,1623
"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.41,6.57,15-12-2017 16:47,very strong,strong,no,us,0,2.365,28.0,mww,90.0,-7.4921,108.174,"Kawalu, Indonesia",,Indonesia,998
M 6.5 - Bouvet Island region,6.38,6.62,13-12-2017 18:03,extremely light,average,yes,us,0,17.654,23.0,mww,17.0,-54.2189,2.1628,Bouvet Island region,,,651
"M 7.0 - 85 km ENE of Tadine, New Caledonia",6.88,7.11,19-11-2017 22:43,moderate,significant,yes,us,0,0.617,14.0,mww,10.0,-21.3246,168.671,"Tadine, New Caledonia",,,771
"M 6.6 - 74 km E of Tadine, New Caledonia",6.47,6.7,19-11-2017 15:09,moderate,average,yes,us,0,0.529,21.0,mww,13.0,-21.5027,168.598,"Tadine, New Caledonia",,,676
"M 6.5 - 18 km W of Parrita, Costa Rica",6.36,6.6,13-11-2017 02:28,very strong,very strong,yes,us,0,0.225,37.0,mww,19.36,9.5147,-84.4865,"Parrita, Costa Rica",,Costa Rica,1153
"M 7.3 - 29 km S of ?alabja, Iraq",7.2,7.42,12-11-2017 18:18,very strong,extremely strong,no,us,0,0.284,33.0,mww,19.0,34.9109,45.9592,"?alabja, Iraq",Asia,Iran,2790
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.37,6.59,07-11-2017 21:26,significant,average,yes,us,0,4.449,10.0,mww,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",,Papua New Guinea,661
"M 6.8 - 97 km NE of Hihifo, Tonga",6.72,6.93,04-11-2017 09:00,average,average,yes,us,0,4.852,21.0,mww,10.0,-15.3197,-173.168,"Hihifo, Tonga",,,727
"M 6.6 - 101 km E of Tadine, New Caledonia",6.51,6.67,01-11-2017 02:23,light,average,yes,us,0,0.788,29.0,mww,22.0,-21.6484,168.859,"Tadine, New Caledonia",,,674
"M 6.7 - 132 km E of Tadine, New Caledonia",6.57,6.78,31-10-2017 00:42,light,moderate,yes,us,0,1.062,55.0,mww,24.0,-21.6971,169.148,"Tadine, New Caledonia",,,691
"M 6.7 - 181 km NNE of Maumere, Indonesia",6.6,6.81,24-10-2017 10:47,light,light,no,us,0,1.634,16.0,mww,553.81,-7.2168,123.074,"Maumere, Indonesia",,Indonesia,694
"M 6.5 - 247 km ESE of Attu Station, Alaska",6.37,6.62,08-10-2017 22:34,light,average,yes,us,0,1.154,11.0,mww,119.0,52.3909,176.769,"Attu Station, Alaska",North America,,651
"M 7.1 - 1 km S of Matzaco, Mexico",6.97,7.23,19-09-2017 18:14,extremely strong,very strong,no,us,0,0.984,23.0,mww,48.0,18.5499,-98.4887,"Matzaco, Mexico",North America,Mexico,1686
"M 8.2 - near the coast of Chiapas, Mexico",8.08,8.34,08-09-2017 04:49,extremely strong,strong,yes,us,0,0.944,22.0,mww,47.39,15.0222,-93.8993,"Chiapas, Mexico",,,2910
"M 6.5 - 168 km SW of Mawu, China",6.4,6.6,08-08-2017 13:19,average,strong,no,us,0,11.411,22.0,mww,9.0,33.1926,103.855,"Mawu, China",Asia,People's Republic of China,707
"M 6.6 - 11 km ENE of Kos, Greece",6.48,6.72,20-07-2017 22:31,strong,strong,no,us,0,0.913,16.0,mww,7.0,36.9293,27.4139,"Kos, Greece",Asia,Turkey,1064
"M 7.7 - Komandorskiye Ostrova, Russia region",7.56,7.78,17-07-2017 23:34,very strong,strong,yes,us,0,3.564,13.0,mww,10.0,54.4434,168.857,"Komandorskiye Ostrova, Russia region",,,918
"M 6.6 - Auckland Islands, New Zealand region",6.51,6.73,11-07-2017 07:00,average,moderate,yes,us,0,3.773,37.0,mww,10.0,-49.4837,164.016,"Auckland Islands, New Zealand region",,,704
"M 6.5 - 2 km S of Lim-oo, Philippines",6.39,6.6,06-07-2017 08:03,extremely strong,very strong,yes,us,0,4.139,30.0,mww,9.0,11.1269,124.629,"Lim-oo, Philippines",,Philippines,740
"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.68,6.9,22-06-2017 12:31,significant,significant,yes,us,0,1.065,38.0,mww,38.12,13.7174,-90.9718,"Puerto San José, Guatemala",,,1034
"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.79,6.98,14-06-2017 07:29,very strong,significant,yes,us,0,0.247,35.0,mww,93.0,14.9091,-92.0092,"San Pablo, Guatemala",,Guatemala,1188
"M 6.8 - 200 km NW of Attu Station, Alaska",6.66,6.89,02-06-2017 22:24,no intensity,moderate,yes,us,0,2.308,12.0,mww,5.0,54.0312,170.92,"Attu Station, Alaska",,,711
"M 6.6 - 37 km WNW of Poso, Indonesia",6.49,6.73,29-05-2017 14:35,strong,strong,no,us,0,2.353,18.0,mww,12.0,-1.2923,120.431,"Poso, Indonesia",,Indonesia,678
M 6.5 - South Sandwich Islands region,6.41,6.64,10-05-2017 23:23,no intensity,moderate,yes,us,0,6.489,17.0,mww,15.0,-56.414,-25.7432,South Sandwich Islands region,,,650
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.7,6.91,09-05-2017 13:52,significant,average,yes,us,0,7.495,19.0,mww,169.0,-14.5884,167.377,"Port-Olry, Vanuatu",,Vanuatu,713
"M 6.9 - 31 km SW of Burias, Philippines",6.78,7.02,28-04-2017 20:23,extremely strong,significant,yes,us,0,1.636,14.0,mww,26.0,5.5043,125.066,"Burias, Philippines",,Philippines,814
"M 6.9 - 40 km W of Valparaíso, Chile",6.8,7.02,24-04-2017 21:38,extremely strong,strong,yes,us,0,0.356,39.0,mww,28.0,-33.0375,-72.0617,"Valparaíso, Chile",,,1642
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.38,6.57,03-04-2017 17:40,strong,very strong,no,us,0,2.36,15.0,mww,29.0,-22.6784,25.1558,"Moijabana, Botswana",Africa,Botswana,1297
"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.47,6.73,29-03-2017 04:09,significant,strong,yes,us,0,4.591,14.0,mww,17.0,56.9401,162.786,"Ust’-Kamchatsk Staryy, Russia",Asia,Russia,671
M 6.9 - south of the Fiji Islands,6.8,7.01,24-02-2017 17:28,very light,light,yes,us,0,6.012,19.0,mww,414.5,-23.2593,-178.804,the Fiji Islands,,,733
"M 6.5 - 41 km E of Padilla, Bolivia",6.39,6.61,21-02-2017 14:09,light,light,no,us,0,4.242,14.0,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",South America,Bolivia,653
"M 6.5 - 11 km N of Mabua, Philippines",6.39,6.61,10-02-2017 14:03,very strong,strong,yes,us,0,2.822,36.0,mww,15.0,9.9071,125.452,"Mabua, Philippines",,Philippines,718
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.79,8.0,22-01-2017 04:30,extremely strong,strong,yes,us,0,3.625,9.0,mww,135.0,-6.2464,155.172,"Panguna, Papua New Guinea",,Papua New Guinea,987
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.42,6.58,19-01-2017 23:04,significant,significant,yes,us,0,1.64,21.0,mww,36.0,-10.3506,161.335,"Kirakira, Solomon Islands",,Solomon Islands,654
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.2,7.4,10-01-2017 06:13,significant,light,yes,us,0,3.813,18.0,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",,,849
"M 6.9 - 225 km SW of Nadi, Fiji",6.83,7.02,03-01-2017 21:52,significant,moderate,yes,us,0,2.495,13.0,mww,12.0,-19.3733,176.052,"Nadi, Fiji",,,742
"M 7.6 - 41 km SW of Quellón, Chile",7.49,7.72,25-12-2016 14:22,extremely strong,very strong,yes,us,0,0.355,29.0,mww,38.0,-43.4064,-73.9413,"Quellón, Chile",South America,Chile,1152
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.6,6.81,21-12-2016 00:17,average,average,no,us,0,3.38,17.0,mww,152.0,-7.5082,127.921,"Lospalos, Timor Leste",,Indonesia,726
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.8,8.01,17-12-2016 10:51,extremely strong,strong,yes,us,0,1.389,13.0,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",,Papua New Guinea,972
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.81,6.97,09-12-2016 19:10,very strong,significant,yes,us,0,1.747,26.0,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",,,737
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.36,6.63,08-12-2016 21:56,no intensity,average,no,us,0,1.937,18.0,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",,,650
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.67,7.91,08-12-2016 17:38,extremely strong,very strong,yes,us,0,1.836,13.0,mww,40.0,-10.6812,161.327,"Kirakira, Solomon Islands",,Solomon Islands,961
"M 6.6 - 164 km W of Ferndale, California",6.51,6.71,08-12-2016 14:49,average,moderate,yes,us,0,1.405,55.0,mww,8.45,40.4535,-126.194,"Ferndale, California",,,1120
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.41,6.62,06-12-2016 22:03,extremely strong,very strong,no,us,0,0.778,27.0,mww,13.0,5.2834,96.1678,"Reuleuet, Indonesia",,Indonesia,731
"M 6.6 - 122 km N of Murghob, Tajikistan",6.48,6.71,25-11-2016 14:24,very strong,strong,no,us,0,1.697,20.0,mww,17.0,39.2732,73.9776,"Murghob, Tajikistan",Asia,People's Republic of China,693
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.8,7.03,24-11-2016 18:43,average,moderate,yes,us,0,1.796,20.0,mww,10.0,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",,,855
"M 6.9 - 35 km ESE of Namie, Japan",6.81,6.97,21-11-2016 20:59,extremely strong,significant,yes,us,0,0.671,10.0,mww,9.0,37.3931,141.387,"Namie, Japan",Asia,,1144
"M 6.5 - 74 km NE of Amberley, New Zealand",6.37,6.57,14-11-2016 00:34,strong,strong,yes,us,0,0.283,56.0,mww,9.0,-42.6058,173.254,"Amberley, New Zealand",,New Zealand,664
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.41,6.6,13-11-2016 11:32,significant,strong,yes,us,0,0.135,58.0,mww,10.0,-42.3205,173.669,"Blenheim, New Zealand",,New Zealand,656
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.72,7.87,13-11-2016 11:02,extremely strong,extremely strong,yes,us,0,0.481,21.0,mww,15.11,-42.7373,173.054,"Amberley, New Zealand",,New Zealand,1545
"M 6.6 - 5 km ESE of Preci, Italy",6.49,6.72,30-10-2016 06:40,extremely strong,very strong,no,us,0,0.174,25.0,mww,8.0,42.8621,13.0961,"Preci, Italy",Europe,Italy,2840
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.49,6.72,19-10-2016 00:26,light,light,no,us,0,2.022,16.0,mww,614.0,-4.8626,108.163,"Pamanukan, Indonesia",,Indonesia,677
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.72,6.94,17-10-2016 06:14,light,significant,yes,us,0,3.727,11.0,mww,42.0,-6.0033,148.887,"Kandrian, Papua New Guinea",,Papua New Guinea,716
M 6.9 - Fiji region,6.81,7.03,24-09-2016 21:28,very light,light,yes,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,Fiji region,,Fiji,733
"M 7.0 - 175 km NE of Gisborne, New Zealand",6.91,7.1,01-09-2016 16:37,average,significant,yes,us,0,0.698,21.0,mww,19.0,-37.3586,179.146,"Gisborne, New Zealand",,,897
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.66,6.91,31-08-2016 03:11,moderate,light,yes,us,0,0.803,12.0,mww,476.0,-3.6849,152.792,"Rabaul, Papua New Guinea",,Papua New Guinea,713
"M 6.8 - 26 km W of Chauk, Myanmar",6.69,6.93,24-08-2016 10:34,significant,significant,no,us,0,1.802,17.0,mww,82.0,20.9228,94.569,"Chauk, Myanmar",Asia,Myanmar,981
M 7.2 - southeast of the Loyalty Islands,7.1,7.33,12-08-2016 01:26,significant,average,yes,us,0,4.823,14.0,mww,16.37,-22.4765,173.117,the Loyalty Islands,,,799
"M 7.7 - Pagan region, Northern Mariana Islands",7.56,7.79,29-07-2016 21:18,average,significant,yes,us,0,3.294,14.0,mww,196.0,18.5429,145.507,"Pagan region, Northern Mariana Islands",,,971
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.51,6.7,01-06-2016 22:56,moderate,significant,no,us,0,2.435,16.0,mww,50.0,-2.0967,100.665,"Sungai Penuh, Indonesia",,Indonesia,671
M 7.2 - South Sandwich Islands region,7.08,7.29,28-05-2016 09:46,extremely light,significant,yes,us,0,5.803,24.0,mww,78.0,-56.2409,-26.9353,South Sandwich Islands region,,,798
M 6.9 - ,6.77,7.03,28-05-2016 05:38,light,light,yes,us,0,5.485,19.0,mww,405.69,-21.9724,-178.204,,,,733
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.83,6.98,18-05-2016 16:46,very strong,strong,yes,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",South America,Ecuador,780
"M 6.7 - 32 km SE of Muisne, Ecuador",6.61,6.77,18-05-2016 07:57,average,strong,yes,us,0,1.352,21.0,mww,16.0,0.4261,-79.7899,"Muisne, Ecuador",South America,Ecuador,744
"M 7.0 - 3 km NW of Norsup, Vanuatu",6.9,7.12,28-04-2016 19:33,strong,strong,yes,us,0,0.616,14.0,mww,24.0,-16.0429,167.379,"Norsup, Vanuatu",,Vanuatu,755
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.7,7.88,16-04-2016 23:58,extremely strong,extremely strong,yes,us,0,1.44,15.0,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",South America,Ecuador,1163
"M 7.0 - 6 km ESE of Kumamoto, Japan",6.92,7.08,15-04-2016 16:25,extremely strong,extremely strong,yes,us,0,0.349,32.0,mww,10.0,32.7906,130.754,"Kumamoto, Japan",Asia,Japan,2074
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.78,7.01,13-04-2016 13:55,significant,significant,no,us,0,3.001,14.0,mww,136.0,23.0944,94.8654,"Mawlaik, Myanmar",Asia,Myanmar,903
"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.48,6.72,10-04-2016 10:28,significant,moderate,no,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,"Ashk?sham, Afghanistan",Asia,Afghanistan,738
"M 6.7 - 104 km W of Sola, Vanuatu",6.63,6.82,07-04-2016 03:32,strong,average,yes,us,0,6.787,25.0,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",,Vanuatu,692
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.61,6.8,06-04-2016 06:58,strong,significant,yes,us,0,6.697,19.0,mww,24.0,-14.0683,166.624,"Sola, Vanuatu",,Vanuatu,691
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.83,7.0,03-04-2016 08:23,strong,significant,yes,us,0,1.166,25.0,mww,26.0,-14.3235,166.855,"Port-Olry, Vanuatu",,Vanuatu,734
"M 7.8 - southwest of Sumatra, Indonesia",7.71,7.89,02-03-2016 12:49,moderate,light,no,us,0,7.009,20.0,mww,24.0,-4.9521,94.3299,"Sumatra, Indonesia",,,948
"M 7.2 - 80 km S of Mil’kovo, Russia",7.11,7.31,30-01-2016 03:25,light,strong,yes,us,0,0.958,17.0,mww,177.0,53.9776,158.546,"Mil’kovo, Russia",Asia,Russia,799
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",6.98,7.19,24-01-2016 10:30,strong,strong,yes,ak,0,0.0,0.0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States of America,1496
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.5,6.73,21-01-2016 18:06,light,moderate,yes,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,"La Cruz de Loreto, Mexico",,,673
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.57,6.77,14-01-2016 03:25,average,significant,yes,us,0,0.281,22.0,mww,46.0,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan,717
"M 6.5 - 227 km SE of Sarangani, Philippines",6.38,6.59,11-01-2016 16:38,light,significant,yes,us,0,3.144,22.0,mww,13.0,3.8965,126.862,"Sarangani, Philippines",,Indonesia,651
"M 6.7 - 29 km W of Imph?l, India",6.57,6.8,03-01-2016 23:05,very strong,strong,no,us,0,1.794,16.0,mww,55.0,24.8036,93.6505,"Imph?l, India",Asia,India,1515
"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.52,6.67,17-12-2015 19:49,very strong,significant,yes,us,0,0.41,35.0,mww,85.0,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",,Mexico,765
"M 6.9 - 107 km SE of Amahai, Indonesia",6.78,7.01,09-12-2015 10:21,very strong,average,no,us,0,2.979,14.0,mww,21.0,-4.1064,129.508,"Amahai, Indonesia",,Indonesia,738
"M 7.2 - 104 km W of Murghob, Tajikistan",7.08,7.33,07-12-2015 07:50,moderate,strong,no,us,0,1.116,18.0,mww,22.0,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan,827
